codigo_oc,nombre_oc,fecha_creacion,tipo,codigo_licitacion,estado,organismo_codigo,organismo_nombre,organismo_rut,comuna,region,proveedor_codigo,proveedor_nombre,proveedor_rut,proveedor_comuna,proveedor_region,item_correlativo,codigo_categoria,categoria,codigo_producto,producto,especificacion_comprador,cantidad,unidad,moneda,precio_neto_unitario,total_linea_derivado,total_item_reportado
1058086-118-SE24,ORDEN DE COMPRA DESDE 1058086-24-LQ22,2024-01-04T10:50:11.51,SE,1058086-24-LQ22,Cancelada,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,269948,ETHON PHARMACEUTICALS  COMERCIALIZADORA  IMP EXP Y DIST SPA,76.956.140-4,Rancagua,Región del Libertador General Bernardo O´Higgins,2,51101500,Medicamentos y productos farmacéuticos / Medicamentos anti infecciosos / Antibióticos,51101503,Cloranfenicol,"C01-0005	CLORANFENICOL 1%/3.5G UNG OF.
	
	",15.0,,CLP,389.0,5835.0,5835.0
1058086-1180-SE24,ORDEN DE COMPRA DESDE 1058086-28-LQ21,2024-03-01T17:02:25.797,SE,1058086-28-LQ21,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,24526,ROCHE CHILE LIMITADA,82.999.400-3,Las Condes,Región Metropolitana de Santiago,1,41116100,"Equipamiento para laboratorios / Instrumentos de medida y experimentación / Kits para ensayos manuales, controles de calidad, calibradores y normativas",41116105,Reactivos o soluciones químicos,"S03-0099 ULTRAVIEW UNIVERSAL DAB compatible con equipo de Inmunohistoquímica Benchmarck GX.
",1.0,,CLP,989900.0,989900.0,989900.0
1058086-1180-SE24,ORDEN DE COMPRA DESDE 1058086-28-LQ21,2024-03-01T17:02:25.797,SE,1058086-28-LQ21,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,24526,ROCHE CHILE LIMITADA,82.999.400-3,Las Condes,Región Metropolitana de Santiago,2,41116100,"Equipamiento para laboratorios / Instrumentos de medida y experimentación / Kits para ensayos manuales, controles de calidad, calibradores y normativas",41116105,Reactivos o soluciones químicos,S03-0095 LCS (COMPATIBLE EQUIPO ROCHE) compatible con equipo de Inmunohistoquímica Benchmarck GX.,2.0,,CLP,99600.0,199200.0,199200.0
1058086-1180-SE24,ORDEN DE COMPRA DESDE 1058086-28-LQ21,2024-03-01T17:02:25.797,SE,1058086-28-LQ21,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,24526,ROCHE CHILE LIMITADA,82.999.400-3,Las Condes,Región Metropolitana de Santiago,3,41116100,"Equipamiento para laboratorios / Instrumentos de medida y experimentación / Kits para ensayos manuales, controles de calidad, calibradores y normativas",41116105,Reactivos o soluciones químicos,S03-0093  BLUING REAGENT compatible con equipo de Inmunohistoquímica Benchmarck GX.,1.0,,CLP,78100.0,78100.0,78100.0
1058086-1180-SE24,ORDEN DE COMPRA DESDE 1058086-28-LQ21,2024-03-01T17:02:25.797,SE,1058086-28-LQ21,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,24526,ROCHE CHILE LIMITADA,82.999.400-3,Las Condes,Región Metropolitana de Santiago,4,41116100,"Equipamiento para laboratorios / Instrumentos de medida y experimentación / Kits para ensayos manuales, controles de calidad, calibradores y normativas",41116105,Reactivos o soluciones químicos,S03-0092  HEMATOXILINA (ROCHE) con dispensador compatible con equipo de Inmunohistoquímica Benchmarck GX. ,1.0,,CLP,118300.0,118300.0,118300.0
1058086-1180-SE24,ORDEN DE COMPRA DESDE 1058086-28-LQ21,2024-03-01T17:02:25.797,SE,1058086-28-LQ21,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,24526,ROCHE CHILE LIMITADA,82.999.400-3,Las Condes,Región Metropolitana de Santiago,5,41116100,"Equipamiento para laboratorios / Instrumentos de medida y experimentación / Kits para ensayos manuales, controles de calidad, calibradores y normativas",41116105,Reactivos o soluciones químicos,"S02-0077 ANTICUERPO EMA Para técnicas de inmunohistoquímica, compatible con equipo Benchmark GX y kit de detección ultra view universal DAB (peroxidasa-antiperoxidasa) (7 DE 5 ML. Ó 2 DE 25 ML)
",1.0,,CLP,122800.0,122800.0,122800.0
1058086-1180-SE24,ORDEN DE COMPRA DESDE 1058086-28-LQ21,2024-03-01T17:02:25.797,SE,1058086-28-LQ21,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,24526,ROCHE CHILE LIMITADA,82.999.400-3,Las Condes,Región Metropolitana de Santiago,6,85121800,"Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Laboratorios clínicos",85121803,Laboratorios biológicos,"S02-0121 ASSY, Prep Kit, BM, BM XT, BM LT (dispensador anticuerpos) compatible con equipo de Inmunohistoquímica Benchmarck GX.",2.0,,CLP,43100.0,86200.0,86200.0
1058086-1180-SE24,ORDEN DE COMPRA DESDE 1058086-28-LQ21,2024-03-01T17:02:25.797,SE,1058086-28-LQ21,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,24526,ROCHE CHILE LIMITADA,82.999.400-3,Las Condes,Región Metropolitana de Santiago,7,41116100,"Equipamiento para laboratorios / Instrumentos de medida y experimentación / Kits para ensayos manuales, controles de calidad, calibradores y normativas",41116105,Reactivos o soluciones químicos,"S02-0103 ANTICUERPO INI-1 Para técnicas de inmunohistoquímica, compatible con equipo Benchmark GX y kit de detección ultra view universal DAB (peroxidasa-antiperoxidasa",1.0,,CLP,266600.0,266600.0,266600.0
1058086-1180-SE24,ORDEN DE COMPRA DESDE 1058086-28-LQ21,2024-03-01T17:02:25.797,SE,1058086-28-LQ21,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,24526,ROCHE CHILE LIMITADA,82.999.400-3,Las Condes,Región Metropolitana de Santiago,8,41116100,"Equipamiento para laboratorios / Instrumentos de medida y experimentación / Kits para ensayos manuales, controles de calidad, calibradores y normativas",41116105,Reactivos o soluciones químicos,"S03-0098 CELL CONDITIONING SOLUTION, CC1, compatible con equipo de Inmunohistoquímica Benchmarck GX.",1.0,,CLP,355900.0,355900.0,355900.0
1058086-1182-SE24,ORDEN DE COMPRA DESDE 1058086-4-LQ23,2024-03-03T15:50:01.207,SE,1058086-4-LQ23,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,229788,IMPORTADORA Y COMERCIALIZADORA RE-MED SPA,76.628.610-0,Providencia,Región Metropolitana de Santiago,1,42141500,Equipamiento y suministros médicos / Suministros y productos clínicos / Torundas de algodón y aplicadoras de algodón,42141501,Algodoneras o fibra,"S02-0135	TÓRULA CON MEDIO DE TRANSPORTE STUART, ENVASE INDIVIDUAL, ESTÉRIL",200.0,,CLP,220.0,44000.0,44000.0
1058086-1183-SE24,ORDEN DE COMPRA DESDE 1058086-4-LQ23,2024-03-03T15:54:30.33,SE,1058086-4-LQ23,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,14630,NIPRO MEDICAL CORPORATION (AGENCIA EN CHILE),59.077.290-9,Providencia,Región Metropolitana de Santiago,1,41121700,Equipamiento para laboratorios / Suministros para laboratorios / Tubos de ensayo,41121701,Tubos de ensayo multipropósito o generales,"S02-0109 TUBOS PLÁSTICOS CÓNICOS ESTÉRILES MÁXIMO DE 10 CC TAPA ROSCA ETERINIZABLES (TU)
",100.0,,CLP,195.0,19500.0,19500.0
1058086-1183-SE24,ORDEN DE COMPRA DESDE 1058086-4-LQ23,2024-03-03T15:54:30.33,SE,1058086-4-LQ23,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,14630,NIPRO MEDICAL CORPORATION (AGENCIA EN CHILE),59.077.290-9,Providencia,Región Metropolitana de Santiago,2,41104100,Equipamiento para laboratorios / Equipos e insumos para laboratorio / Contenedores para especímenes de laboratorio,41104104,Torniquetes,"S02-0021 LIGADURAS ADULTOS O TORNIQUETES VENOSOS CON BROCHE REGULABLE, NO DESECHABLE",20.0,,CLP,8990.0,179800.0,179800.0
1058086-1185-SE24,ORDEN DE COMPRA DESDE 1058086-4-LQ23,2024-03-03T16:08:02.753,SE,1058086-4-LQ23,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,50321,DIFEM LABORATORIOS S A,79.581.120-6,La Reina,Región Metropolitana de Santiago,1,12161900,Productos químicos industriales / Aditivos / Surfactantes,12161902,Detergentes surfactantes,G02-0004 DETERGENTE ENZIMATICO JOHNSON DIVERSEY 5 LT. DESINCRUSTANTE PARA MATERIAL DE LABORATORIO. (FÓRMULA CON TENSIOACTIVOS ANIÓNICOS Y NO IÓNICOS QUE FAVORECEN LA DISOLUCION DE SUSTANCIAS POCO SOLUBLES EN AGUA).,2.0,,CLP,36677.0,73354.0,73354.0
1058086-1187-SE24,ORDEN DE COMPRA DESDE 1058086-20-LP20,2024-03-03T16:22:09.25,SE,1058086-20-LP20,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,39084,TECNIGEN S.A.,93.020.000-k,Ñuñoa,Región Metropolitana de Santiago,1,41115800,"Equipamiento para laboratorios / Instrumentos de medida y experimentación / Analizadores, accesorios y suministros clínicos y de diagnósticos",41115807,Analizadores químicos,S03-0173 STA CK PREST 5 (6X5ML),2.0,,CLP,119054.0,238108.0,238108.0
1058086-1187-SE24,ORDEN DE COMPRA DESDE 1058086-20-LP20,2024-03-03T16:22:09.25,SE,1058086-20-LP20,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,39084,TECNIGEN S.A.,93.020.000-k,Ñuñoa,Región Metropolitana de Santiago,2,41115800,"Equipamiento para laboratorios / Instrumentos de medida y experimentación / Analizadores, accesorios y suministros clínicos y de diagnósticos",41115807,Analizadores químicos,S03-0164	STA CLEANER SOLUTION ,1.0,,CLP,28825.0,28825.0,28825.0
1058086-1187-SE24,ORDEN DE COMPRA DESDE 1058086-20-LP20,2024-03-03T16:22:09.25,SE,1058086-20-LP20,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,39084,TECNIGEN S.A.,93.020.000-k,Ñuñoa,Región Metropolitana de Santiago,3,41115800,"Equipamiento para laboratorios / Instrumentos de medida y experimentación / Analizadores, accesorios y suministros clínicos y de diagnósticos",41115807,Analizadores químicos,S03-0165	STA CUVETTE ( 6 BOBINAS),4.0,,CLP,393257.0,1573028.0,1573028.0
1058086-1187-SE24,ORDEN DE COMPRA DESDE 1058086-20-LP20,2024-03-03T16:22:09.25,SE,1058086-20-LP20,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,39084,TECNIGEN S.A.,93.020.000-k,Ñuñoa,Región Metropolitana de Santiago,4,41115800,"Equipamiento para laboratorios / Instrumentos de medida y experimentación / Analizadores, accesorios y suministros clínicos y de diagnósticos",41115807,Analizadores químicos,S03-0161	STA- NeoPTimal 5,1.0,,CLP,63805.0,63805.0,63805.0
1058086-1190-SE24,ORDEN DE COMPRA DESDE 1058086-19-LQ22,2024-03-04T09:38:30.47,SE,1058086-19-LQ22,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,26782,LABORATORIO SANDERSON S.A.,91.546.000-3,San Joaquín,Región Metropolitana de Santiago,1,51102700,Medicamentos y productos farmacéuticos / Medicamentos anti infecciosos / Antisépticos,51102702,Agua destilada para irrigación,"H02-0001 AGUA DESTILADA 1000 ML MATRAZ S/SIST.TWIST OFF. Vcto: igual o mayor a 12 meses. Si es menor, presentar carta/política de canje. 
	
	
	
	
	
	
	
",120.0,,CLP,601.0,72120.0,72120.0
1058086-1191-SE24,ORDEN DE COMPRA DESDE 1058086-33-LQ22,2024-03-04T09:46:03.3,SE,1058086-33-LQ22,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,1115580,REPRESENTACIONES BIOTEC SPA,76.062.131-5,Providencia,Región Metropolitana de Santiago,1,51101500,Medicamentos y productos farmacéuticos / Medicamentos anti infecciosos / Antibióticos,51101555,Aztreonam,"C00-0014	AZTREONAM POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE 1 G. Vcto: igual o mayor a 12 meses. Si es menor, presentar carta/política de canje. 
",60.0,,CLP,23500.0,1410000.0,1410051.0
1058086-1201-SE24,ORDEN DE COMPRA DESDE 1058086-10-LR22,2024-03-05T11:04:12.873,SE,1058086-10-LR22,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,1014164,Sylex Biomédica Spa,76.015.781-3,Quilicura,Región Metropolitana de Santiago,1,42221600,"Equipamiento y suministros médicos / Productos administrados por vía intravenosa y arterial / Tuberías, juegos de administración y productos relacionados intravenosos y arteriales",42221603,Tubería de extensión arterial o intravenosa,I03-0008 LINEA ARTERIAL M/H 150 CM,200.0,,CLP,380.0,76000.0,76000.0
1058086-1205-SE24,ORDEN DE COMPRA DESDE 1058086-11-LR22,2024-03-05T11:22:27.02,SE,1058086-11-LR22,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,31590,REUTTER S A,81.210.400-4,Huechuraba,Región Metropolitana de Santiago,1,11121800,"Productos derivados de minerales, plantas y animales / Productos no comestibles de origen vegetal / Fibras vegetales",11121802,Algodón,J06-0001 ALGODON PRENSADO 1 KG.,30.0,,CLP,5250.0,157500.0,157500.0
1058086-1207-SE24,ORDEN DE COMPRA DESDE 1058086-12-LR22,2024-03-05T11:27:02.15,SE,1058086-12-LR22,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,75113,PRODUCTOS MEDICOS LIMITADA,78.073.910-k,Ñuñoa,Región Metropolitana de Santiago,1,42191800,Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Camas para pacientes y accesorios,42191809,Compresas de presión alternativa o bombas,L02-0019 MINI COMPRESAS(ESPONJAS)RAYON DELICOT 9 X 50 MM 20 SOBRES X 10 UD CAJA 200,40.0,,CLP,15170.0,606800.0,606800.0
1058086-1260-SE24,ORDEN DE COMPRA DESDE 1058086-22-LQ22,2024-03-06T18:58:27.98,SE,1058086-22-LQ22,Cancelada,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,35998,BAYER S A,91.537.000-4,Providencia,Región Metropolitana de Santiago,1,51122100,Medicamentos y productos farmacéuticos / Medicamentos cardiovasculares / Vasodilatadores,51122110,Nimodipina,"F01-0063	NIMODIPINO 10 MG/50 ML FCO. Vcto: igual o mayor a 12 meses. Si es menor, presentar carta/política de canje. ",22.0,,CLP,20894.0,459668.0,459668.0
1058086-1279-SE24,ORDEN DE COMPRA DESDE 1058086-33-LQ22,2024-03-07T12:08:15.08,SE,1058086-33-LQ22,Cancelada,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,26782,LABORATORIO SANDERSON S.A.,91.546.000-3,Concepción,Región del Biobío ,1,51151800,Medicamentos y productos farmacéuticos / Medicamentos para el sistema nervioso autónomo / Agentes bloqueadores adrenérgicos,51151812,Clorhidrato de propanolol,"F01-0075	PROPANOLOL 1 MG/1ML AMP. Vcto: igual o mayor a 12 meses. Si es menor, presentar carta/política de canje. ",20.0,,CLP,393.0,7860.0,7860.0
1058086-1279-SE24,ORDEN DE COMPRA DESDE 1058086-33-LQ22,2024-03-07T12:08:15.08,SE,1058086-33-LQ22,Cancelada,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,26782,LABORATORIO SANDERSON S.A.,91.546.000-3,Concepción,Región del Biobío ,2,51171800,"Medicamentos y productos farmacéuticos / Medicamentos para el sistema gastrointestinal / Agentes antivértigo, antinauseantes y antieméticos",51171806,Metoclopramida,"F01-0058	METOCLOPRAMIDA  10 MG/2 ML AMP. Vcto: igual o mayor a 12 meses. Si es menor, presentar carta/política de canje. ",500.0,,CLP,68.0,34000.0,34000.0
1058086-1279-SE24,ORDEN DE COMPRA DESDE 1058086-33-LQ22,2024-03-07T12:08:15.08,SE,1058086-33-LQ22,Cancelada,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,26782,LABORATORIO SANDERSON S.A.,91.546.000-3,Concepción,Región del Biobío ,3,51181700,Medicamentos y productos farmacéuticos / Hormonas y antagonistas hormonales / Corticosteroides,51181704,Dexametasona,"F03-0003	DEXAMETASONA 4 MG/1 ML AMP. Vcto: igual o mayor a 12 meses. Si es menor, presentar carta/política de canje. ",300.0,,CLP,115.0,34500.0,34500.0
1058086-177-SE24,ORDEN DE COMPRA DESDE 1058086-8-LQ21,2024-01-08T08:00:46.397,SE,1058086-8-LQ21,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,1344405,ASCEND LABORATORIES SPA,76.175.092-5,Alhué,Región Metropolitana de Santiago,1,51141500,Medicamentos y productos farmacéuticos / Medicamentos para el sistema nervioso central / Anticonvulsivos,51141517,Gabapentina,"D02-0010 PREGABALINA 75 MG COM O CAPS
	
	
	
	
	
	
	
",7500.0,,CLP,40.0,300000.0,300000.0
1058086-190-SE23,ADQUISICIÓN DE AGUJAS Y JERINGAS,2023-01-13T11:06:11.86,SE,,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,235144,HOFMANN MEDICAL,76.695.020-5,Alhué,Región Metropolitana de Santiago,1,42142500,Equipamiento y suministros médicos / Suministros y productos clínicos / Agujas clínicas,42142523,Agujas hipodérmicas,"J01-0007
AGUJA HIPODERMICA 25 G X 5/8 DESECHABLE (UD)",800.0,,CLP,34.0,27200.0,27200.0
1058086-190-SE23,ADQUISICIÓN DE AGUJAS Y JERINGAS,2023-01-13T11:06:11.86,SE,,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,235144,HOFMANN MEDICAL,76.695.020-5,Alhué,Región Metropolitana de Santiago,2,42142600,Equipamiento y suministros médicos / Suministros y productos clínicos / Jeringas y accesorios,42142614,Aparatos de inyección hipodérmica o accesorios,"J03-0004
JERINGA DE 1ML. PARA TOMA DE GASES (HEPARINIZADA, HEPARINA DE LITIO) (UD",12000.0,,CLP,532.0,6384000.0,6384000.0
1058086-343-SE24,ORDEN DE COMPRA DESDE 1058086-33-LQ22,2024-01-12T16:05:34.29,SE,1058086-33-LQ22,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,269948,ETHON PHARMACEUTICALS  COMERCIALIZADORA  IMP EXP Y DIST SPA,76.956.140-4,Rancagua,Región del Libertador General Bernardo O´Higgins,1,51121500,Medicamentos y productos farmacéuticos / Medicamentos cardiovasculares / Agentes antiarrítmicos,51121502,Digoxina,"D01-0019	DIGOXINA 0,25 MG COM	
	
	
",60.0,,CLP,43.0,2580.0,2580.0
1058086-343-SE24,ORDEN DE COMPRA DESDE 1058086-33-LQ22,2024-01-12T16:05:34.29,SE,1058086-33-LQ22,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,269948,ETHON PHARMACEUTICALS  COMERCIALIZADORA  IMP EXP Y DIST SPA,76.956.140-4,Rancagua,Región del Libertador General Bernardo O´Higgins,2,51151900,Medicamentos y productos farmacéuticos / Medicamentos para el sistema nervioso autónomo / Relajantes músculo-esqueléticos de acción centrada,51151901,Baclofeno,"D01-0009 BACLOFENO 10 MG COM
	
	
	
	
	
	
	
",500.0,,CLP,154.0,77000.0,77000.0
1058086-404-SE24,ORDEN DE COMPRA DESDE 1058086-32-LQ22,2024-01-17T10:16:57.487,SE,1058086-32-LQ22,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,26931,COMERCIAL LBF LIMITADA,93.366.000-1,Pudahuel,Región Metropolitana de Santiago,1,42221500,"Equipamiento y suministros médicos / Productos administrados por vía intravenosa y arterial / Accesorios, catéteres y cánulas intravenosas y arteriales",42221512,Cánulas o accesorios para catéteres intravenosos o arteriales,"I01-0005 CANULA INTRAVENOSA 16 G X 32 - 35 MM D/CORTA, ESTERIL, DESCH. POLÍMERO DIFERENTE A TEFLÓN. DEBE TENER 
UNA LÍNEA RADIO-OPACA QUE PERMITE VISUALIZAR EL CATÉTER POR RAYOS X.
",400.0,,CLP,205.0,82000.0,82000.0
1058086-4633-CM23,Orden de Compra: 1058086-4633-CM23,2023-11-21T15:28:55.547,CM,,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,25418,INTERNATIONAL CLINICS S A,88.900.200-k,,,1,0,,0,RECOLECTOR ECAN DE ORINA 2000 ML CON GANCHO UNIDAD CENTRO,(1852673) RECOLECTOR ECAN DE ORINA 2000 ML CON GANCHO UNIDAD CENTRO,3500.0,,CLP,700.0,2450000.0,8050000.0
1058086-695-SE24,"ORDEN DE COMPRA DESDE 1058086-7-LP23, FEBRERO 2024",2024-02-02T09:19:32.573,SE,1058086-7-LP23,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,27002,MEGALABS CHILE S.A,94.544.000-7,Providencia,Región Metropolitana de Santiago,1,42292200,"Equipamiento y suministros médicos / Productos quirúrgicos / Aproximadores, compresores, depresores quirúrgicos y productos relacionados",42292202,Compresores quirúrgicos,"R01-0026
MANGAS DE COMPRESIÓN VENOSA SECUENCIAL INTERMITENTE
DESCARTABLE TALLA S",150.0,,CLP,24990.0,3748500.0,3748500.0
1058086-695-SE24,"ORDEN DE COMPRA DESDE 1058086-7-LP23, FEBRERO 2024",2024-02-02T09:19:32.573,SE,1058086-7-LP23,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,27002,MEGALABS CHILE S.A,94.544.000-7,Providencia,Región Metropolitana de Santiago,2,42292200,"Equipamiento y suministros médicos / Productos quirúrgicos / Aproximadores, compresores, depresores quirúrgicos y productos relacionados",42292202,Compresores quirúrgicos,"R01-0027
MANGAS DE COMPRESIÓN VENOSA SECUENCIAL INTERMITENTE DESCARTABLE TALLA M",150.0,,CLP,24990.0,3748500.0,3748500.0
1058086-695-SE24,"ORDEN DE COMPRA DESDE 1058086-7-LP23, FEBRERO 2024",2024-02-02T09:19:32.573,SE,1058086-7-LP23,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,27002,MEGALABS CHILE S.A,94.544.000-7,Providencia,Región Metropolitana de Santiago,3,42292200,"Equipamiento y suministros médicos / Productos quirúrgicos / Aproximadores, compresores, depresores quirúrgicos y productos relacionados",42292202,Compresores quirúrgicos,"R01-0028
MANGAS DE COMPRESIÓN VENOSA SECUENCIAL
INTERMITENTES TALLA L",150.0,,CLP,24990.0,3748500.0,3748500.0
1058086-806-SE24,"ORDEN DE COMPRA DESDE 1058086-14-LR23, FEBRERO 202",2024-02-06T10:12:38.05,SE,1058086-14-LR23,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,1052077,FLEXING CHILE SPA,76.592.530-4,Viña del Mar,Región de Valparaíso ,1,42132200,Equipamiento y suministros médicos / Vestuario clínico / Guantes médicos y accesorios,42132205,Guantes quirúrgicos,"O02-0000 
GUANTE QUIRÚRGICO LÁTEX ESTÉRIL Nº 6 (PAR)",2000.0,,CLP,195.0,390000.0,390000.0
1058086-806-SE24,"ORDEN DE COMPRA DESDE 1058086-14-LR23, FEBRERO 202",2024-02-06T10:12:38.05,SE,1058086-14-LR23,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,1052077,FLEXING CHILE SPA,76.592.530-4,Viña del Mar,Región de Valparaíso ,2,42132200,Equipamiento y suministros médicos / Vestuario clínico / Guantes médicos y accesorios,42132205,Guantes quirúrgicos,"O02-0001
GUANTE QUIRÚRGICO LÁTEX ESTÉRIL Nº 6,5 (PAR)",10000.0,,CLP,195.0,1950000.0,1950000.0
1058086-806-SE24,"ORDEN DE COMPRA DESDE 1058086-14-LR23, FEBRERO 202",2024-02-06T10:12:38.05,SE,1058086-14-LR23,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,1052077,FLEXING CHILE SPA,76.592.530-4,Viña del Mar,Región de Valparaíso ,3,42132200,Equipamiento y suministros médicos / Vestuario clínico / Guantes médicos y accesorios,42132205,Guantes quirúrgicos,"O02-0002
GUANTE QUIRÚRGICO LÁTEX ESTÉRIL Nº 7,0 (PAR)",10000.0,,CLP,195.0,1950000.0,1950000.0
1058086-806-SE24,"ORDEN DE COMPRA DESDE 1058086-14-LR23, FEBRERO 202",2024-02-06T10:12:38.05,SE,1058086-14-LR23,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,1052077,FLEXING CHILE SPA,76.592.530-4,Viña del Mar,Región de Valparaíso ,4,42132200,Equipamiento y suministros médicos / Vestuario clínico / Guantes médicos y accesorios,42132205,Guantes quirúrgicos,"O02-0003
GUANTE QUIRÚRGICO LÁTEX ESTÉRIL Nº 7,5 (PAR)",10000.0,,CLP,195.0,1950000.0,1950000.0
1058086-806-SE24,"ORDEN DE COMPRA DESDE 1058086-14-LR23, FEBRERO 202",2024-02-06T10:12:38.05,SE,1058086-14-LR23,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,1052077,FLEXING CHILE SPA,76.592.530-4,Viña del Mar,Región de Valparaíso ,5,42132200,Equipamiento y suministros médicos / Vestuario clínico / Guantes médicos y accesorios,42132205,Guantes quirúrgicos,"O02-0004
GUANTE QUIRÚRGICO LÁTEX ESTÉRIL Nº 8,0 (PAR)",8000.0,,CLP,195.0,1560000.0,1560000.0
1058086-837-SE24,ORDEN DE COMPRA DESDE 1058086-15-LR22,2024-02-06T16:35:33.703,SE,1058086-15-LR22,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,75113,PRODUCTOS MEDICOS LIMITADA,78.073.910-k,Ñuñoa,Región Metropolitana de Santiago,1,42294700,"Equipamiento y suministros médicos / Productos quirúrgicos / Equipo de perfusión de corazón abierto, monitores, accesorios y productos relacionados",42294722,Sets de drenaje ventricular,L05-0002 DRENAJE VENTRICULAR EXTERNO C/BOLSA 700 CC DESCHABLE C/REGLA,24.0,,CLP,175000.0,4200000.0,4200000.0
1058086-907-SE24,ORDEN DE COMPRA DESDE 1058086-11-LR22,2024-02-09T14:37:20.15,SE,1058086-11-LR22,Recepción Conforme,7474,Instituto de Neurocirugía,61.608.407-0,Providencia,Región Metropolitana de Santiago,65689,PRODUCTOS MEDICOS PROMEDON CHILE S A,78.566.250-4,Las Condes,Región Metropolitana de Santiago,1,42293100,Equipamiento y suministros médicos / Productos quirúrgicos / Retractores quirúrgicos y productos relacionados,42293120,Retractores espinales o neurológicos,K05-0018 VALVULA DE PRESION REGULABLE CON ANTISIFON STRATA II ADULTO,1.0,,CLP,1698000.0,1698000.0,1698000.0
